cnpj;tx_razao_social_osc;tx_nome_fantasia_osc;cd_natureza_juridica_osc;dt_fundacao_osc;situacao_cadastral;tx_endereco_completo;cd_municipio;municipio_nome;UF_Sigla;cnae;Area_Assistencia_social;Area_Associacoes_patronais_e_profissionais;Area_Cultura_e_recreacao;Area_Desenvolvimento_e_defesa_de_direitos_e_interesses;Area_Educacao_e_pesquisa;Area_Outras_atividades_associativas;Area_Religiao;Area_Saude;SubArea_Assistencia_social;SubArea_Associacoes_de_atividades_nao_especificadas_anteriormente;SubArea_Associacoes_de_produtores_rurais_pescadores_e_similares;SubArea_Associacoes_empresariais_e_patronais;SubArea_Associacoes_profissionais;SubArea_Atividades_de_apoio_a_educacao;SubArea_Cultura_e_arte;SubArea_Desenvolvimento_e_defesa_de_direitos;SubArea_Educacao_infantil;SubArea_Educacao_profissional;SubArea_Ensino_fundamental;SubArea_Ensino_superior;SubArea_Esportes_e_recreacao;SubArea_Estudos_e_pesquisas;SubArea_Hospitais;SubArea_Outras_formas_de_educacao_ensino;SubArea_Outros_servicos_de_saude;SubArea_Religiao
22072338000191;PROJETO RESGATANDO VIDAS;PROJETO RESGATANDO VIDAS;3999;2015-03-03;Ativa;RUA SANTA LUZIA29, BELA VISTA, Macaíba, RN, 59280000;2407104.0;MACAÍBA;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7608855000149;ASSOCIACAO DOS AGRICULTORES FAMILIARES DE SAO DOMINGOS;Não Informado;3999;2005-09-01;Inapta;SITIO SAO DOMINGOSS/N, ZONA RURAL, Jaçanã, RN, 59225000;2405009.0;JAÇANÃ;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8070468001306;MITRA DIOCESANA DE CAICO;PAROQUIA SAO JOAO BATISTA;3220;1971-11-08;Ativa;PRACA SAO JOAOS N, NA, Cerro Corá, RN, 59395000;2402709.0;CERRO CORÁ;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4676126000131;ASSOCIACAO CANDIDO BATISTA CAVALCANTE;A. C. B. C;3999;2001-02-14;Ativa;RUA TOTA DE AZEVEDO20, CENTRO, Riachuelo, RN, 59470000;2410900.0;RIACHUELO;RN;94308;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9642028000105;ASSOCIACAO FAMILIAR DO SITIO AROEIRAS;Não Informado;3999;2008-06-19;Ativa;SÍTIO AROEIRASSN, ZONA RURAL, Santa Cruz, RN, 59200000;2411205.0;SANTA CRUZ;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12338512000141;IGREJA PRESBITERIANA FILADELFIA;Não Informado;3220;2010-07-05;Ativa;RUA ACUCENA136, CIDADE VERDE, Parnamirim, RN, 59152030;2403251.0;PARNAMIRIM;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8213332000166;ABRIGO DEUS E CARIDADE;Não Informado;3999;1968-09-16;Ativa;RUA BALTAZAR MARINHO529, NA, Macaíba, RN, 59280000;2407104.0;MACAÍBA;RN;87301;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41007840000163;IGREJA BATISTA REGULAR DE NEOPOLIS;Não Informado;3999;1992-05-19;Ativa;AVENIDA DOS IPES225, NEOPOLIS, Natal, RN, 59080200;2408102.0;NATAL;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8546095000155;MOSSORO TENIS CLUBE;Não Informado;3999;1982-10-20;Ativa;AVENIDA DO CONTORNO KM 37S/N, CONJ ABOLICAO III, Mossoró, RN, 59633400;2408003.0;MOSSORÓ;RN;93123;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
6949542000191;CENTRO DE RECUPERCAO ESPIRITUAL PARA DEPENDENTES DE DROGAS;CREDD;3999;2004-05-26;Ativa;RUA GETULIO VARGAS1495, CENTRO, Pau dos Ferros, RN, 59900000;2409407.0;PAU DOS FERROS;RN;87204;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8778876000175;ASSOCIACAO NACIONAL DE HISTORIA SECAO RIO GRANDE DO NORTE;ANPUH/RN;3999;2007-03-27;Ativa;SETOR DEP.PREDIO DE LAB. DE ARQUEOLOGIA DO DPTO HISTORIA U.FED.S/N, SALA B - CENTRO CONVIVENCIA, LAGOA NOVA, Natal, RN, 59062000;2408102.0;NATAL;RN;94120;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
832200000100;CONSELHO COMUNITARIO DE MURIU;Não Informado;3999;1995-09-29;Ativa;RUA RUA SAO FRANCISCO20, PRAIA DE MURIU, Ceará-Mirim, RN, 59570000;2402600.0;CEARÁ-MIRIM;RN;85112;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
14606530000192;ASSOCIACAO DOS AGRICULTORES FAMILIARES DO SITIO RECANTO-CACHOEIRA;AAFASIREC;3999;2011-10-24;Inapta;SITIO CACHOEIRAS/N, ZONA RURAL, Parelhas, RN, 59360000;2408904.0;PARELHAS;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8332785010093;IGREJA EVANGELICA ASSEMBLEIA DE DEUS NO RIO GRANDE DO NORTE;Não Informado;3220;1985-08-26;Ativa;AVENIDA SENADOR JOAO CAMARA301, CENTRO, Campo Redondo, RN, 59230000;2402105.0;CAMPO REDONDO;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
70140306000129;ASSOCIACAO DE DESENVOLVIMENTO COMUNIT DE CHA DA DIVISAO;ADCCD;3999;1995-07-31;Inapta;SETOR CHA DA DIVISAOS/N, ZONA RURAL, Cerro Corá, RN, 59395000;2402709.0;CERRO CORÁ;RN;87115;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29744778753535;IGREJA UNIVERSAL DO REINO DE DEUS;Não Informado;3220;2011-09-02;Ativa;PRACA LUIZ GONZAGA20, TERREO1 ANDAR, CENTRO, Pendências, RN, 59504000;2409902.0;PENDÊNCIAS;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11957977000118;ASSOCIACAO DOS MORADORES DA ESTRADA DO BOMFIM E LOTEAMENTOS CIRCUNVIZINHOS;Não Informado;3999;2010-03-16;Ativa;RUA VICTOR BEZERRA DA CUNHA187,       LT PQ DAS BROMELIAS, MAZAPAS, Nísia Floresta, RN, 59164000;2408201.0;NÍSIA FLORESTA;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1576821000133;ASSOCIACAO DOS PEQUENOS AGRICULTORES DO PALHEIROS I;PALHEIROS I;3999;1996-11-29;Ativa;SITIO PALHEIROS ISN, ZONA RUAL, Açu, RN, 59650000;2400208.0;AÇU;RN;94308;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8332785009834;IGREJA EVANGELICA ASSEMBLEIA DE DEUS NO RIO GRANDE DO NORTE;Não Informado;3220;1985-08-26;Ativa;NA LOC  QD 13630, CENTRO, Carnaubais, RN, 59665000;2402501.0;CARNAUBAIS;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6304706000123;ASSOCIACAO COMUNATARIA DO SITIO TANQUINHO;ASSOCIACAO COMUNITARIA DO SITIO TANQUINHO;3999;2004-06-09;Ativa;NA COMINIDADE TANQUINHOS/N, ZONA RURAL, Tenente Ananias, RN, 59955000;2414100.0;TENENTE ANANIAS;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7252510000103;ASSOCIACAO JEOVA E AUXILIO;AJA;3999;2004-04-23;Inapta;TRAVESSA 16 DE SETEMBRO502, CENTRO, Upanema, RN, 59670000;2414605.0;UPANEMA;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
38656538000121;ASSOCIACAO GRANJA RACING CLUBE MOSSOROENSE - GRC;ASSOCIACAO GRANJA RACING CLUBE MOSSOROENSE - GRC;3999;2020-09-10;Ativa;RUA MARTINS JUNIOR200, CASA  A, PLANALTO TREZE DE MAIO, Mossoró, RN, 59631350;2408003.0;MOSSORÓ;RN;93191;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5520763000187;ASSOC DOS PEQUENOS PROD RURAIS DO SITIO REMEDIO DOS PINHEIROS;Não Informado;3999;2002-03-09;Inapta;SITIO REMEDIO DOS PINHEIROSSN, ZONA RURAL, Umarizal, RN, 59865000;2414506.0;UMARIZAL;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
927900000189;CONSELHO COMUNITARIO DE PASSAGEM DO RIO;Não Informado;3999;1995-11-16;Inapta;SETOR PASSAGEM DO RIOS/N, ZONA RURAL, Mossoró, RN, 59619218;2408003.0;MOSSORÓ;RN;94308;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
12261676000118;ASSOCIACAO DO PROJETO DE ASSENTAMENTO E REFORMA AGRARIA VARZEA DE CARNAUBAIS;Não Informado;3999;2010-07-16;Inapta;SÍTIO TABATINGASN, ZONA RURAL, Carnaubais, RN, 59665000;2402501.0;CARNAUBAIS;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4443857000137;ASSOCIACAO DE MULHERES, JOVENS E PRODUTORES DE TABUA - AMJP;AMJP;3999;2001-04-27;Ativa;NA COMUNIDADE DE TABUAS/N, ZONA RURAL, São Miguel do Gostoso, RN, 59585000;2412559.0;SÃO MIGUEL DO GOSTOSO;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7763472000145;ASSOCICAO COMUNITARIA DOS APICULTORES DE IPUEIRA;Não Informado;3999;2005-12-08;Ativa;SÍTIO IPUEIRAS/N, ZONA RURAL, Ipueira, RN, 59315000;2404804.0;IPUEIRA;RN;94308;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9675245000193;NUCCPERN NUCLEO DOS CRIADORES DO CAVALO PONEI DO ESTADO DO RIO GRANDE DO NORTE;N U C C P E R N;3999;2008-06-10;Ativa;PARQUE ARISTOFANES FERNANDESSN,       PARQUE A. FERNANDES, PARQUE DE EXPOSICOES, Parnamirim, RN, 59146480;2403251.0;PARNAMIRIM;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8878244000183;INSTITUTO POTIGUAR DE TECNOLOGIA, ENSINO E PESQUITSA - IPOT;INSTITUTO POTIGUAR - IPOT;3999;2007-06-04;Inapta;RUA ESPLANADA SILVA JARDIM86, RIBEIRA, Natal, RN, 59012090;2408102.0;NATAL;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
18430096000193;ASSOCIACAO DOS APICULTORES DO ASSENTAMENTO MODELO I;ASSOCIACAO DOS APICULTORES DO ASSENTAMENTO MODELO 1;3999;2013-05-24;Ativa;DISTRITO ASSENTAMENTO MODELO ISN, ZONA RURAL, João Câmara, RN, 59550000;2405801.0;JOÃO CÂMARA;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7255387000176;FEDERACAO NORTE-RIOGRANDENSE DE TAEKWONDO OLIMPICO;FNTO;3999;2005-02-23;Inapta;AVENIDA PRESIDENTE DUTRA1744, ALTO SAO MANOEL, Mossoró, RN, 59631000;2408003.0;MOSSORÓ;RN;93191;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
12002518000143;ASSOCIACAO CULTURAL DE DESENVOLVIMENTO SUSTENTAVEL DE VICOSA-RN - ACDSV;ACDSV;3999;2010-05-10;Inapta;RUA FRANCISCO GOMES PINTO FILHO172, ANEXO A, CENTRO, Viçosa, RN, 59815000;2414902.0;VIÇOSA;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9504868000101;CENTRO ESTUDANTIL GROSSENSE;CEG;3999;2008-04-15;Inapta;RUA HEMETERIO CONEGUNDESS/N, CENTRO, Grossos, RN, 59675000;2404408.0;GROSSOS;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15021690000132;ASSOCIACAO COMUNITARIA DAS MULHERES RURAIS DA RUA VEREADOR SEVERINO GUEDES DE MOURA;ASSOCIACAO COMUNITARIA DAS MULHERES RURAIS;3999;2012-01-25;Inapta;RUA VERIADOR SEVERINO GUEDES DE MOURASN, CENTRO, Lagoa d'Anta, RN, 59227000;2406205.0;LAGOA D'ANTA;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8002472000195;ASSOCIACAO DE MORADORES PARA O DESENVOLVIMENTO DO ALTO DO JUA;Não Informado;3999;2006-05-16;Inapta;SÍTIO ALTO DO JUASN, ALTO DO JUA, Lagoa de Pedras, RN, 59244000;2406304.0;LAGOA DE PEDRAS;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8038229000127;ASSOCIACAO DOS VENDEDORES AMBULANTES DO BAIRRO DO ALECRIM DA CIDADE DO NATAL - AVAAN;Não Informado;3999;2004-09-03;Suspensa;RUA CABUGI76, ALECRIM, Natal, RN, 59040300;2408102.0;NATAL;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
24517500000163;CLUBE DE ASSOCIADOS AO TIRO AO ALVO EM PAU DOS FERROS;ATAPA;3999;1992-02-20;Inapta;FAZENDA RANCHO PARAISOS N, BR 405 KM 2, ZONA RURAL, Pau dos Ferros, RN, 59900000;2409407.0;PAU DOS FERROS;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5882802000196;AMIGOS NA NOITE;AMIGOS NA NOITE;3999;2003-06-12;Ativa;5A TRAVESSA INDOMAR46, PLANALTO, Natal, RN, 59073201;2408102.0;NATAL;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
70032115000143;ASSOCIACAO DOS EMPREGADOS DA EMBRAPA DO RN;Não Informado;3999;1994-02-24;Inapta;RODOVIA RM 118 KM 8SN, ZONA RURAL, Caicó, RN, 59300000;2402006.0;CAICÓ;RN;87115;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5284183000138;CENTRO LIBERTAR;Não Informado;3999;2002-09-16;Inapta;RUA FERREIRA ITAJUBA745, SANTO ANTONIO, Mossoró, RN, 59619140;2408003.0;MOSSORÓ;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1803696000157;SPORT CLUBE PARNAMIRIM;ESTRELA POTIGUAR;3999;1993-07-14;Ativa;RUA ALAMEDA DE SANTO ANTONIOS/N, ZONA DE EXPANSAO URBANA, Macaíba, RN, 59281720;2407104.0;MACAÍBA;RN;93123;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26641242000158;ASSOCIACAO DOS PEQUENOS(AS) DO SITIO SOLEDADE II E COM CICLO VIZINHAS;Não Informado;3999;2016-11-24;Inapta;SITIO SOLEDADE IISN, ZONA RURAL, Apodi, RN, 59700000;2401008.0;APODI;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
40985996000156;FUNDACAO WALDEMAR HORACIO DE GOIS;Não Informado;3069;1992-11-19;Inapta;NA LOC DIST DE POUSASN, ZONA RURAL, Poço Branco, RN, 59560000;2410108.0;POÇO BRANCO;RN;87115;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29620103000136;ASSOCIACAO DE DESENVOLVIMENTO CULTURAL DOM JOSE ADELINO DANTAS - (ASDECDJAD);ASSOCIACAO DOM JOSE ADELINO DANTAS;3999;2018-01-23;Ativa;RUA SOLON JOSE DANTAS173, DOM JOSE ADELINO DANTAS, Carnaúba dos Dantas, RN, 59374000;2402402.0;CARNAÚBA DOS DANTAS;RN;94936;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3759276000146;ASSOC. COMUN. DOS PROD. RURAIS DAS COMUNIDADES BAIXAS E BARBOSA;Não Informado;3999;2000-02-20;Ativa;SITIO BAIXASSN, TERREO, ZONA RURAL, Doutor Severiano, RN, 59910000;2403202.0;DOUTOR SEVERIANO;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
23827229000108;ASSOCIACAO DE DESENVOLVIMENTO FAMILIAR DO SITIO PENEDO - ADEFASP;ADEFASP;3999;2015-11-03;Inapta;COMUNIDADE PENEDOSN, ZONA RURAL, Jardim do Seridó, RN, 59343000;2405702.0;JARDIM DO SERIDÓ;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
22846610000143;ASSOCIACAO COMUNITARIA DO BAIRRO BELO HORIZONTE - ACOMBH;ASSOCIACAO COMUNITARIA DO BAIRRO BELO HORIZONTE -ACOMBH;3999;2015-06-29;Inapta;RUA MARINHO DANTAS190, BELO HORIZONTE, Mossoró, RN, 59604460;2408003.0;MOSSORÓ;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
30952338000104;IGREJA IDE;Não Informado;3220;2018-06-18;Ativa;AVENIDA ENGENHEIRO ROBERTO FREIRE4702, LOJA  31, PONTA NEGRA, Natal, RN, 59090000;2408102.0;NATAL;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14824612000103;ASSOCIACAO NINA BARINOVA;ASSOCIACAO NINA BARINOVA;3999;2011-12-19;Inapta;RUA MOISES GURGEL13, CENTRO, Janduís, RN, 59690000;2405207.0;JANDUÍS;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2415583032340;IGREJA MUNDIAL DO PODER DE DEUS;Não Informado;3220;2010-11-11;Ativa;AVENIDA BERNARDO VIEIRA2185, ALECRIM, Natal, RN, 59032445;2408102.0;NATAL;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8717170000101;SOCIEDADE ESPELEOLOGICA POTIGUAR;SEP;3999;2006-03-23;Ativa;RUA DA MATRIZ165, CENTRO, Acari, RN, 59370000;2400109.0;ACARI;RN;94995;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9078551000142;CONSELHO COMUNITARIO DO CONJUNTO ABOLICAO III;Não Informado;3999;1985-03-20;Ativa;RUA DOLORES ESCOSSIASN, ABOLICAO III, Mossoró, RN, 59612620;2408003.0;MOSSORÓ;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
24193120001001;ASSOCIACAO PARA PROMOCAO DAS BOAS NOVAS;Não Informado;3220;2013-01-08;Ativa;RUA ANTONIO CABRAL DE BRITO08, CENTRO, Extremoz, RN, 59575000;2403608.0;EXTREMOZ;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10872984000154;ASSOCIACAO CIDADE DO IDOSO DE CAICO;Não Informado;3999;1990-08-20;Inapta;LARGO DOM MANOEL TAVARESSN, CAIXA POSTAL 31, PARAIBA, Caicó, RN, 59300000;2402006.0;CAICÓ;RN;87115;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70033618000133;ASSOCIACAO DE PROT E ASSIS A MAT INF MR DO ALTO RODRI;APAMI;3999;1994-01-20;Inapta;RUA FRANCISCO RODRIGUES416, CENTRO, Alto do Rodrigues, RN, 59507000;2400703.0;ALTO DO RODRIGUES;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
9428764000157;CENTRO SOCIO-PASTORAL N S DA CONCEICAO;Não Informado;3999;1986-02-18;Ativa;RUA JOAO XXIIIS/N, MAE LUIZA, Natal, RN, 59014000;2408102.0;NATAL;RN;94308;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5667759000146;FUNDACAO NELSON QUEIROZ;Não Informado;3069;2003-05-28;Inapta;RUA MAJOR LULA90, CENTRO, Jucurutu, RN, 59330000;2406106.0;JUCURUTU;RN;96092;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10014227000140;ASSOCIACAO COMUNITARIA VITURINO MONTEIRO DE SOUZA;A C V M S;3999;2008-06-10;Ativa;SÍTIO CACIMBASS/N,       CASA, ZONA RURAL, Rafael Fernandes, RN, 59990000;2410504.0;RAFAEL FERNANDES;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
45300906000160;IGREJA EVANGELICA TEMPLO DO REFRIGERIO;IGREJA EVANGELICA TEMPLO DO REFRIGERIO;3220;2021-12-23;Ativa;RUA DOS PAJEUS1948, CASA  B, ALECRIM, Natal, RN, 59031800;2408102.0;NATAL;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13040560000111;ASSOCIACAO COMUNITARIA DE SANTA ROSA;FM SANTA ROSA;3999;2010-12-17;Inapta;SITIO SANTA ROSASN, ZONA RURAL, Apodi, RN, 59700000;2401008.0;APODI;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4553303000192;ASSOCIACAO COMUNITARIA DA COMUNIDADE FORMOSO;Não Informado;3999;2001-07-02;Ativa;NA LOC SITIO FORMOSOS/N, ZONA RURAL, Rafael Godeiro, RN, 59740000;2410603.0;RAFAEL GODEIRO;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
42036025000195;ASSOCIACAO DE BIOMEDICINA DO RIO GRANDE DO NORTE - ABRN;Não Informado;3999;2020-03-26;Inapta;RUA EXTREMOZ88, BLOCO A                   SALA  106, NOVA PARNAMIRIM, Parnamirim, RN, 59152543;2403251.0;PARNAMIRIM;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
7664080000129;ASSOCIACAO ATLETICA CULTURAL MANGUEIRAO ESPORTE CLUBE;Não Informado;3999;2005-02-10;Inapta;RUA JOAO DA CRUZ43, CAMPO DA MANGUEIRA, Macaíba, RN, 59280000;2407104.0;MACAÍBA;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5890716000125;ASSOCIACAO COMUNITARIA DOS SITIOS BAIXIO, CIPO, TAMANDUA E CAATINGA;ACOSB;3999;2003-09-23;Inapta;RUA PADRE JOAO MARIA340, CENTRO, Timbaúba dos Batistas, RN, 59320000;2414308.0;TIMBAÚBA DOS BATISTAS;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5782555000156;ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO PASTOR JOAO SOARES;ADESCOM OU ASSOCIACAO PASTOR JOAO SOARES;3999;2003-04-28;Inapta;RUA TENENTE JOSE PEREIRA LIMA,213, NOVO SAO GONCALO, São Gonçalo do Amarante, RN, 59290000;2412005.0;SÃO GONÇALO DO AMARANTE;RN;94308;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2880116000198;ASSOCIACAO RADIO COMUNITARIA MATUTAO - FM;Não Informado;3999;1998-06-12;Inapta;RUA JOAO MATIAS17, CENTRO, São José do Campestre, RN, 59275000;2412302.0;SÃO JOSÉ DO CAMPESTRE;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8332785002902;IGREJA EVANGELICA ASSEMBLEIA DE DEUS NO RIO GRANDE DO NORTE;Não Informado;3220;1978-02-01;Ativa;RUA PRINCESA ISABEL68, TERREO, CENTRO, Canguaretama, RN, 59190000;2402204.0;CANGUARETAMA;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15247988000165;PRIMEIRA IGREJA PRESBITERIANA DE PAU DOS FERROS;Não Informado;3220;2012-03-19;Ativa;AVENIDA DA INDEPENDENCIA306, JOAO XXIII, Pau dos Ferros, RN, 59900000;2409407.0;PAU DOS FERROS;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20276308000171;ASSOCIACAO ALIANCA DO DESENVOLVIMENTO COMUNITARIO;ASSOCIACAO DO DESENVOLVIMENTO COMUNITARIO;3999;2014-04-30;Ativa;RUA EDSON SANTIAGO27, CONJ  GASTAO MARIZ, NOVA ESPERANCA, Parnamirim, RN, 59144292;2403251.0;PARNAMIRIM;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3567485000198;ASSOCIACAO NORTERIOGRANDENSE DE APOSENTADOS PENSIONISTAS E APOSENTAVEIS DOS CORREIOS(ANAPAC);Não Informado;3999;1999-12-23;Ativa;RUA VOLUNTARIOS DA PATRIA683, CIDADE ALTA, Natal, RN, 59025530;2408102.0;NATAL;RN;94308;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
26286349000125;IGREJA EVANGELICA NOVA JERUSALEM CELESTIAL;Não Informado;3220;2016-09-01;Ativa;RUA CECILIO CLEMENTE DA COSTA42, SAO DOMINGOS, Santo Antônio, RN, 59255000;2411502.0;SANTO ANTÔNIO;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8026122003508;ARQUIDIOCESE DE NATAL;PAROQUIA DE NOSSA SENHORA DA CONCEICAO;3220;1971-08-16;Ativa;PRACA AUGUSTO SEVEROS N, NA, Canguaretama, RN, 59190000;2402204.0;CANGUARETAMA;RN;94910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
